,Unnamed: 0,title,publication_year,title_link,authors,author_href,content
118,118,Economic Evaluation of Mental Health Effects of Flooding Using Bayesian Networks,['13 Jul 2021'],https://pureportal.coventry.ac.uk/en/publications/economic-evaluation-of-mental-health-effects-of-flooding-using-ba,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"The appraisal of appropriate levels of investment for devising flooding mitigation and to support recovery interventions is a complex and challenging task. Evaluation must account for social, political, environmental and other conditions, such as flood state expectations and local priorities. The evaluation method should be able to quickly identify evolving investment needs as the incidence and magnitude of flood events continue to grow. Quantification is essential and must consider multiple direct and indirect effects on flood related outcomes. The method proposed is this study is a Bayesian network, which may be used ex-post for evaluation, but also ex-ante for future assessment, and near real-time for the reallocation of investment into interventions. The particular case we study is the effect of flood interventions upon mental health, which is a gap in current investment analyses. Natural events such as floods expose people to negative mental health disorders including anxiety, distress and post-traumatic stress disorder. Such outcomes can be mitigated or exacerbated not only by state funded interventions, but by individual and community skills and experience. Success is also dampened when vulnerable and previously exposed victims are affected. Current measures evaluate solely the effectiveness of interventions to reduce physical damage to people and assets. This paper contributes a design for a Bayesian network that exposes causal pathways and conditional probabilities between interventions and mental health outcomes as well as providing a tool that can readily indicate the level of investment needed in alternative interventions based on desired mental health outcomes."
119,119,Efficient activity recognition using lightweight CNN and DS-GRU network for surveillance applications,['May 2021'],https://pureportal.coventry.ac.uk/en/publications/efficient-activity-recognition-using-lightweight-cnn-and-ds-gru-n,"['Palade, V.']",['https://pureportal.coventry.ac.uk/en/persons/vasile-palade'],"Recognizing human activities has become a trend in smart surveillance that contains several challenges, such as performing effective analyses of huge video data streams, while maintaining low computational complexity, and performing this task in real-time. Current activity recognition techniques are using convolutional neural network (CNN) models with computationally complex classifiers, creating hurdles in obtaining quick responses for abnormal activities. To address these challenges in real-time surveillance, this paper proposes a lightweight deep learning-assisted framework for activity recognition. First, we detect a human in the surveillance stream using an effective CNN model, which is trained on two surveillance datasets. The detected individual is tracked throughout the video stream via an ultra-fast object tracker called the ‘minimum output sum of squared error’ (MOSSE). Next, for each tracked individual, pyramidal convolutional features are extracted from two consecutive frames using the efficient LiteFlowNet CNN. Finally, a novel deep skip connection gated recurrent unit (DS-GRU) is trained to learn the temporal changes in the sequence of frames for activity recognition. Experiments are conducted over five benchmark activity recognition datasets, and the results indicate the efficiency of the proposed technique for real-time surveillance applications compared to the state-of-the-art."
120,120,Efimov-DNA Phase diagram: three stranded DNA on a cubic lattice,['12 Aug 2021'],https://pureportal.coventry.ac.uk/en/publications/efimov-dna-phase-diagram-three-stranded-dna-on-a-cubic-lattice,[],[],"We define a generalized model for three-stranded DNA consisting of two chains of one type and a third chain of a different type. The DNA strands are modeled by random walks on the three-dimensional cubic lattice with different interactions between two chains of the same type and two chains of different types. This model may be thought of as a classical analog of the quantum three-body problem. In the quantum situation, it is known that three identical quantum particles will form a triplet with an infinite tower of bound states at the point where any pair of particles would have zero binding energy. The phase diagram is mapped out, and the different phase transitions are examined using finite-size scaling. We look particularly at the scaling of the DNA model at the equivalent Efimov point for chains up to 10 000 steps in length. We find clear evidence of several bound states in the finite-size scaling. We compare these states with the expected Efimov behavior."
121,121,EnSuRe: Energy & Accuracy Aware Fault-tolerant Scheduling on Real-time Heterogeneous Systems,['26 Jul 2021'],https://pureportal.coventry.ac.uk/en/publications/ensure-energy-amp-accuracy-aware-fault-tolerant-scheduling-on-rea,"['Kasap, S.']",['https://pureportal.coventry.ac.uk/en/persons/server-kasap'],"This paper proposes an energy efficient real-time scheduling strategy called EnSuRe, which (i) executes real-time tasks on low power consuming primary processors to enhance the system accuracy by maintaining the deadline and (ii) provides reliability against a fixed number of transient faults by selectively executing backup tasks on high power consuming backup processor. Simulation results reveal that EnSuRe consumes nearly 25% less energy, compared to existing techniques, while satisfying the fault tolerance requirements. EnSuRe is also able to achieve 75% system accuracy with 50% system utilisation. Further, the obtained simulation outcomes are validated on benchmark tasks via a fault injection framework on Xilinx ZYNQ APSoC heterogeneous dual core platform."
122,122,Evaluation of a Switched Combining Based Distributed Antenna System (DAS) for Pedestrian-to-Vehicle Communications,['5 Aug 2021'],https://pureportal.coventry.ac.uk/en/publications/evaluation-of-a-switched-combining-based-distributed-antenna-syst,"['Yoo, S.']",['https://pureportal.coventry.ac.uk/en/persons/seongki-yoo'],"The safety of vulnerable road users is paramount, particularly as we move towards the widespread adoption of autonomous and self-driving vehicles. In this study, we investigate the use of a six-element distributed antenna system (DAS), operating at 5.8 GHz and mounted on the exterior (i.e., roof and wing mirrors) of an automobile, to enhance signal reliability for pedestrian-to-vehicle (P2V) communications. Due to its low complexity and ease of implementation, we consider the use of a switch-and-examine combining with post-examining selection (SECps) scheme to combine the signal received by the DAS. During our experiments, a pedestrian wearing a wireless device on their chest either stood stationary or walked by the side of a road. It was found that the overall signal reliability depends on not only the number, but also different groupings of the antennas which are selected. The goodness-of-fit results have shown that the temporal behavior of the diversity gain was adequately described by the Gaussian distribution. Building upon this, we also provide some useful insights into the antenna selection through the comparison of three different antenna selection mechanisms, namely per-sample random antenna selection, one-shot antenna selection and per-sample optimal antenna selection."
123,123,Finding the Uncomfortable Solution: Responsible Innovation in Humanitarian Energy,['5 Oct 2021'],https://pureportal.coventry.ac.uk/en/publications/finding-the-uncomfortable-solution-responsible-innovation-in-huma,"['Halford, A.', 'Gaura, E.']","['https://pureportal.coventry.ac.uk/en/persons/alison-halford', 'https://pureportal.coventry.ac.uk/en/persons/elena-gaura']","In response to the increasing number of displaced people, the humanitarian sector is exploring innovation as a framework to improve the delivery of the Sustainable Development Goals (SDGs). Traditionally, the focus on camp settings and short term solutions have resulted in a humanitarian response that is slow to adapt to the rapidity of technological innovation (Betts and Bloom, 2014). For example, 87.8% of African’s in Sub-Saharan Africa have a mobile phone (World Bank, 2019), yet 80% of displaced people living in camps in this same region still cook over open fires which are linked to long term health and environmental effects (Grafham and Lahn, 2018).pAs a result of the lessons learned from the Humanitarian Engineering and Energy for Displacement (HEED) project around the different perceptions of innovation between key energy stakeholders, this paper looks to engage with questions around ensuring innovation in the humanitarian sector, and more specifically humanitarian energy, is responsible. How can we define responsible? Is responsible innovation a theoretical nicety or can it ensure a just energy transition as outlined by the SDGs? What does responsible innovation look like in reality? Building to our underlying research question: what is the state-of-the-art in responsible innovation for humanitarian energy and how is it implemented at project level?"
124,124,Generation of Pedestrian Crossing Scenarios Using Ped-Cross Generative Adversarial Network,['6 Jan 2021'],https://pureportal.coventry.ac.uk/en/publications/generation-of-pedestrian-crossing-scenarios-using-ped-cross-gener,"['Palade, V.', 'Daneshkhah, A.']","['https://pureportal.coventry.ac.uk/en/persons/vasile-palade', 'https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah']","The safety of vulnerable road users is of paramount importance as transport moves towards fully automated driving. The richness of real-world data required for testing autonomous vehicles is limited and furthermore, available data do not present a fair representation of different scenarios and rare events. Before deploying autonomous vehicles publicly, their abilities must reach a safety threshold, not least with regards to vulnerable road users, such as pedestrians. In this paper, we present a novel Generative Adversarial Networks named the Ped-Cross GAN. Ped-Cross GAN is able to generate crossing sequences of pedestrians in the form of human pose sequences. The Ped-Cross GAN is trained with the Pedestrian Scenario dataset. The novel Pedestrian Scenario dataset, derived from existing datasets, enables training on richer pedestrian scenarios. We demonstrate an example of its use through training and testing the Ped-Cross GAN. The results show that the Ped-Cross GAN is able to generate new crossing scenarios that are of the same distribution from those contained in the Pedestrian Scenario dataset. Having a method with these capabilities is important for the future of transport, as it will allow for the adequate testing of Connected and Autonomous Vehicles on how they correctly perceive the intention of pedestrians crossing the street, ultimately leading to fewer pedestrian casualties on our roads. "
125,125,Generative adversarial network-based scheme for diagnosing faults in cyber-physical power systems,['30 Jul 2021'],https://pureportal.coventry.ac.uk/en/publications/generative-adversarial-network-based-scheme-for-diagnosing-faults,"['Palade, V.']",['https://pureportal.coventry.ac.uk/en/persons/vasile-palade'],"This paper presents a novel diagnostic framework for distributed power systems that is based on using generative adversarial networks for generating artificial knockoffs in the power grid. The proposed framework makes use of the raw data measurements including voltage, frequency, and phase-angle that are collected from each bus in the cyber-physical power systems. The collected measurements are firstly fed into a feature selection module, where multiple state-of-the-art techniques have been used to extract the most informative features from the initial set of available features. The selected features are inputs to a knockoff generation module, where the generative adversarial networks are employed to generate the corresponding knockoffs of the selected features. The generated knockoffs are then fed into a classification module, in which two different classification models are used for the sake of fault diagnosis. Multiple experiments have been designed to investigate the effect of noise, fault resistance value, and sampling rate on the performance of the proposed framework. The effectiveness of the proposed framework is validated through a comprehensive study on the IEEE 118-bus system."
126,126,Guest Editorial: Special Issue on Deep Representation and Transfer Learning for Smart and Connected Health,['4 Feb 2021'],https://pureportal.coventry.ac.uk/en/publications/guest-editorial-special-issue-on-deep-representation-and-transfer,"['Palade, V.']",['https://pureportal.coventry.ac.uk/en/persons/vasile-palade'],"Deep neural networks (NNs) have been proved to be efficient learning systems for supervised and unsupervised tasks. However, learning complex data representations using deep NNs can be difficult due to problems such as lack of data, exploding or vanishing gradients, high computational cost, or incorrect parameter initialization, among others. Deep representation and transfer learning (RTL) can facilitate the learning of data representations by taking advantage of transferable features learned by an NN model in a source domain, and adapting the model to a new domain."
127,127,Improving Algebraic Tools to Study Bifurcation Sequences of Population Models,['14 Sep 2021'],https://pureportal.coventry.ac.uk/en/publications/improving-algebraic-tools-to-study-bifurcation-sequences-of-popul,"['Sadeghimanesh, A.', 'England, M.']","['https://pureportal.coventry.ac.uk/en/persons/amirhosein-sadeghimanesh-sadeghi-manesh', 'https://pureportal.coventry.ac.uk/en/persons/matthew-england']","Since being introduced by Collins in the 1970s Cylindrical Algebraic Decomposition has found many applications. We focus on its use to decomposition the parameter space of a parametric system of polynomial equations, and possibly some polynomial inequality constraints, with respect to the number of real solutions that the system attains.  Previous studies simplify the CAD computation by first computing the discriminant variety of the system, which usually involves Gr¨obner Basis computation. However, on some even very small applied examples this itself can become expensive. Thus we consider development of new algorithms to reduce the complexity of this approach, by adopting numerical ideas and some recent technical developments in CAD theory. In this extended abstract we outline our recent progress as evaluated on an example from population dynamics with the Allee effect."
128,128,Improving skin cancer classification using heavy-tailed student t-distribution in generative adversarial networks (Ted-gan),['19 Nov 2021'],https://pureportal.coventry.ac.uk/en/publications/improving-skin-cancer-classification-using-heavy-tailed-student-t,"['Palade, V.']",['https://pureportal.coventry.ac.uk/en/persons/vasile-palade'],"Deep learning has gained immense attention from researchers in medicine, especially in medical imaging. The main bottleneck is the unavailability of sufficiently large medical datasets required for the good performance of deep learning models. This paper proposes a new framework consisting of one variational autoencoder (VAE), two generative adversarial networks, and one auxiliary classifier to artificially generate realistic-looking skin lesion images and improve classification performance. We first train the encoder-decoder network to obtain the latent noise vector with the image manifold’s information and let the generative adversarial network sample the input from this informative noise vector in order to generate the skin lesion images. The use of informative noise allows the GAN to avoid mode collapse and creates faster convergence. To improve the diversity in the generated images, we use another GAN with an auxiliary classifier, which samples the noise vector from a heavy-tailed student t-distribution instead of a random noise Gaussian distribution. The proposed framework was named TED-GAN, with T from the t-distribution and ED from the encoder-decoder network which is part of the solution. The proposed framework could be used in a broad range of areas in medical imaging. We used it here to generate skin lesion images and have obtained an improved classification performance on the skin lesion classification task, rising from 66% average accuracy to 92.5%. The results show that TED-GAN has a better impact on the classification task because of its diverse range of generated images due to the use of a heavy-tailed t-distribution."
129,129,Investigating the effects of two fragrances on comfort in the automotive context,['8 Jan 2021'],https://pureportal.coventry.ac.uk/en/publications/investigating-the-effects-of-two-fragrances-on-comfort-in-the-aut,"['Brusey, J.']",['https://pureportal.coventry.ac.uk/en/persons/james-brusey'],"What is this the impact of olfactory and visual factors on overall comfort? Can these factors have an effect on the perception of thermal comfort? These questions are particularly interesting in the context of a vehicle car cabin, since it leads to the possibility of visual or olfactory cues being used to maintain passenger thermal comfort at a lower energy cost. In this work, human subject trials (n=47) were performed in a temperature-controlled environ-ment varying air temperature, ambient light (none, yellow, blue) and scent (neutral, peppermint, orange & cinna-mon). Multiple linear regression shows olfactory factors to have a larger effect on overall comfort perception than visual factors. Either scent improved thermal perception in a slightly cold environment, while only peppermint im-proved thermal perception in a slightly warm environment. These results suggest that the use of visual and olfac-tory factors have the potential to increase car cabin comfort and / or improve the energy efficiency of the car cli-mate system."
130,130,IoT-Enabled Light Intensity-Controlled Seamless Highway Lighting System,['Mar 2021'],https://pureportal.coventry.ac.uk/en/publications/iot-enabled-light-intensity-controlled-seamless-highway-lighting-,"['Kurniawan, I. F.']",['https://pureportal.coventry.ac.uk/en/persons/ibnu-febry-kurniawan'],"Motivated by enormous highway-lighting energy consumption, smart lighting development is crucial to better manage available resources. While existing literature focused on ensuring cost-effective lighting, an equally important requirement, namely the visual comfort of motorists, is almost disregarded. This article proposes a novel Internet of Things-enabled system that can be intelligently controlled according to the traffic demand. Cooperative relay-network architecture is the central element that leverages upon placement of cyber-enabled lampposts to allow for sensing-exchanging highway traffic information. Data accumulation is exploited to automate adaptive switching on/off the lighting and provide backtracking detection of faulty lampposts. From the service provider's perspective, we envision to deploy low-cost highly durable sensing and network components to significantly cut down the operating cost. From the road user's perspective, the relay-network is envisaged to provide seamless driving experience where sufficient lighting is always perceived along the road. A critical analysis quantitatively evaluates the seamless driving experience considering car arrival rate, outage probability, and device malfunction probability. A road occupancy-based cost estimation analysis demonstrates the effective cost reduction of the proposal compared to existing systems. Furthermore, the performance of chosen communication modules under different setups is assessed through simulation, suggesting appropriate protocol for different highway traffic conditions."
131,131,IO-VNBD: Inertial and Odometry benchmark dataset for ground vehicle positioning,['Apr 2021'],https://pureportal.coventry.ac.uk/en/publications/io-vnbd-inertial-and-odometry-benchmark-dataset-for-ground-vehicl-2,"['Palade, V.']",['https://pureportal.coventry.ac.uk/en/persons/vasile-palade'],"Low-cost Inertial Navigation Sensors (INS) can be exploited for a reliable solution for tracking autonomous vehicles in the absence of GPS signals. However, position errors grow exponentially over time due to noises in the sensor measurements. The lack of a public and robust benchmark dataset has however hindered the advancement in the research, comparison and adoption of recent machine learning techniques such as deep learning techniques to learn the error in the INS for a more accurate positioning of the vehicle. In order to facilitate the benchmarking, fast development and evaluation of positioning algorithms, we therefore present the first of its kind large-scale and information-rich inertial and odometry focused public dataset called IO-VNBD (Inertial Odometry Vehicle Navigation Benchmark Dataset). The vehicle tracking dataset was recorded using a research vehicle equipped with ego-motion sensors on public roads in the United Kingdom, Nigeria, and France. The sensors include a GPS receiver, inertial navigation sensors, wheel-speed sensors amongst other sensors found in the car, as well as the inertial navigation sensors and GPS receiver in an Android smart phone sampling at 10 Hz. A diverse number of driving scenarios were captured such as traffic congestion, round-abouts, hard-braking, etc. on different road types (e.g. country roads, motorways, etc.) and with varying driving patterns. The dataset consists of a total driving time of about 40 h over 1,300 km for the vehicle extracted data and about 58 h over 4,400 km for the smartphone recorded data. We hope that this dataset will prove valuable in furthering research on the correlation between vehicle dynamics and dependable positioning estimation based on vehicle ego-motion sensors, as well as other related studies."
132,132,Learning to localise automated vehicles in challenging environments using inertial navigation systems (INS),['30 Jan 2021'],https://pureportal.coventry.ac.uk/en/publications/learning-to-localise-automated-vehicles-in-challenging-environmen,"['Palade, V.']",['https://pureportal.coventry.ac.uk/en/persons/vasile-palade'],"An approach based on Artificial Neural Networks is proposed in this paper to improve the localisation accuracy of Inertial Navigation Systems (INS)/Global Navigation Satellite System (GNSS) based aided navigation during the absence of GNSS signals. The INS can be used to continuously position autonomous vehicles during GNSS signal losses around urban canyons, bridges, tunnels and trees, however, it suffers from unbounded exponential error drifts cascaded over time during the multiple integrations of the accelerometer and gyroscope measurements to position. More so, the error drift is characterised by a pattern dependent on time. This paper proposes several efficient neural network-based solutions to estimate the error drifts using Recurrent Neural Networks, such as the Input Delay Neural Network (IDNN), Long Short-Term Memory (LSTM), Vanilla Recurrent Neural Network (vRNN), and Gated Recurrent Unit (GRU). In contrast to previous papers published in literature, which focused on travel routes that do not take complex driving scenarios into consideration, this paper investigates the performance of the proposed methods on challenging scenarios, such as hard brake, roundabouts, sharp cornering, successive left and right turns and quick changes in vehicular acceleration across numerous test sequences. The results obtained show that the Neural Network-based approaches are able to provide up to 89.55% improvement on the INS displacement estimation and 93.35% on the INS orientation rate estimation."
133,133,Learning Uncertainties in Wheel Odometry for Vehicular Localisation in GNSS Deprived Environments,['Feb 2021'],https://pureportal.coventry.ac.uk/en/publications/learning-uncertainties-in-wheel-odometry-for-vehicular-localisati,"['Palade, V.', 'Christopoulos, S.']","['https://pureportal.coventry.ac.uk/en/persons/vasile-palade', 'https://pureportal.coventry.ac.uk/en/persons/stavros-christopoulos']","Inertial Navigation Systems (INS) are commonly used to localise vehicles in the absence of Global Navigation Satellite Systems (GNSS) signals. However, they are plagued by noises, which grow exponentially over time during the triple integration computation, leading to a poor navigation solution. We explore the wheel encoder as an alternative to the accelerometer of the INS for positional tracking, and for the first time investigate the capability of deep learning using the Long Short-Term Memory (LSTM) neural network to learn the uncertainty inherent in the wheel speed measurements. These uncertainties could be manifested as changes in the tyre size or pressure, or wheel slips as a result of worn out tyres or wet/muddy road drive. The proposed solution has less integration steps in its computation, therefore providing the potential for a more accurate positioning estimation. Through a performance evaluation on several challenging scenarios for vehicular driving, such as hard braking, quick changes in vehicular acceleration, and wet/muddy road driving, we show that the wheel speed-based positioning approach is able to achieve up to 81.46 % improvement compared to the INS accelerometer approach."
134,134,Measuring local sensitivity in Bayesian inference using a new class of metrics,['16 Sep 2021'],https://pureportal.coventry.ac.uk/en/publications/measuring-local-sensitivity-in-bayesian-inference-using-a-new-cla,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"The local sensitivity analysis is recognized for its computational simplicity, and potential use in multi-dimensional and complex problems. Unfortunately, its major drawback is its asymptotic behavior where the prior to posterior convergence in terms of the standard metrics (and also computed by Fréchet derivative) used as a local sensitivity measure is not appropriate. The constructed local sensitivity measures do not converge to zero, and even diverge for the most multidimensional classes of prior distributions. Restricting the classes of priors or using other (Formula presented.) -divergence metrics have been proposed as the ways to resolve this issue which were not successful. We overcome this issue, by proposing a new flexible class of metrics so-called credible metrics whose asymptotic behavior is far more promising and no restrictions are required to impose. Using these metrics, the stability of Bayesian inference to the structure of the prior distribution will be then investigated. Under appropriate condition, we present a uniform bound in a sense that a close credible metric a priori will give a close credible metric a posteriori. As a result, we do not get the sort of divergence based on other metrics. We finally show that the posterior predictive distributions are more stable and robust."
135,135,Mobile computing and communications-driven fog-assisted disaster evacuation techniques for context-aware guidance support: A survey,['1 Nov 2021'],https://pureportal.coventry.ac.uk/en/publications/mobile-computing-and-communications-driven-fog-assisted-disaster-,"['Kurniawan, I. F.', 'He, F.']","['https://pureportal.coventry.ac.uk/en/persons/ibnu-febry-kurniawan', 'https://pureportal.coventry.ac.uk/en/persons/fei-he']","The importance of an optimal solution for disaster evacuation has recently raised attention from researchers across multiple disciplines. This is not only a serious, but also a challenging task due to the complexities of the evacuees’ behaviors, route planning, and demanding coordination services. Although existing studies have addressed these challenges to some extent, mass evacuation in natural disasters tends to be difficult to predict and manage due to the limitation of the underlying models to capture realistic situations. It is therefore desirable to have on-demand mechanisms of locally-driven computing and data exchange services in order to enable near real-time capture of the disaster area during the evacuation. For this purpose, this paper comprehensively surveys recent advances in information and communication technology-enabled disaster evacuations, with the focus on fog computation and communication services to support a massive evacuation process. A numerous variety of tools and techniques are encapsulated within a coordinated on-demand strategy of an evacuation platform, which is aimed to provide a situational awareness and response. Herein fog services appear to be one of the viable options for responsive mass evacuation because they enable low latency data processing and dissemination. They can additionally provide data analytics support for autonomous learning for both the short-term guidance supports and long-term usages. This work extends the existing data-oriented framework by outlining comprehensive functionalities and providing seamless integration. We review the principles, challenges, and future direction of the state-of-the-art strategies proposed to sit within each functionality. Taken together, this survey highlights the importance of adaptive coordination and reconfiguration within the fog services to facilitate responsive mass evacuations as well as open up new research challenges associated with analytics-embedding network and computation, which is critical for any disaster recovery activities."
136,136,Modelling the effect of market forces on the impact of introducing human immunodeficiency virus pre‐exposure prophylaxis among female sex workers,['Mar 2021'],https://pureportal.coventry.ac.uk/en/publications/modelling-the-effect-of-market-forces-on-the-impact-of-introducin,[],[],"Pre-exposure prophylaxis (PrEP) to prevent human immunodeficiency virus (HIV) enables female sex workers (FSWs) to protect themselves from HIV without relying on clients using condoms. Yet, because PrEP reduces HIV risk, financial incentives to not use condoms may lead to risk compensation: reductions in condom use and/or increases in commercial sex, and may reduce the price of unprotected sex. In this analysis, we integrate market forces into a dynamic HIV transmission model to assess how risk compensation could change the impact of PrEP among FSWs and clients. We parameterise how sexual behavior may change with PrEP use among FSWs using stated preference data combined with economic theory. Our projections suggest the impact of PrEP is sensitive to risk compensatory behaviors driven by changes in the economics of sex work. Condom substitution could reduce the impact of PrEP on HIV incidence by 55%, while increases in the frequency of commercial sex to counter decreases in the price charged for unprotected sex among PrEP users could entirely mitigate the impact of PrEP. Accounting for competition between PrEP users and nonusers exacerbates this further. Alternative scenarios where increases in unprotected sex among PrEP users are balanced by decreases in non-PrEP users have the opposite effect, resulting in PrEP having much greater impact. Intervention studies need to determine how HIV prevention products may change the economics of sex work and provision of unprotected sex to enable a better understanding of their impact."
137,137,MSLDOCK: Multi-Swarm Optimization for Flexible Ligand Docking and Virtual Screening,['22 Mar 2021'],https://pureportal.coventry.ac.uk/en/publications/msldock-multi-swarm-optimization-for-flexible-ligand-docking-and-,"['Palade, V.']",['https://pureportal.coventry.ac.uk/en/persons/vasile-palade'],"Autodock and its various variants are widely utilized docking approaches, which adopt optimization methods as search algorithms for flexible ligand docking and virtual screening. However, many of them have their limitations, such as poor accuracy for dockings with highly flexible ligands and low docking efficiency. In this paper, a multi-swarm optimization algorithm integrated with Autodock environment is proposed to design a high-performance and high-efficiency docking program, namely, MSLDOCK. The search algorithm is a combination of the random drift particle swarm optimization with a novel multi-swarm strategy and the Solis and Wets local search method with a modified implementation. Due to the algorithm's structure, MSLDOCK also has a multithread mode. The experimental results reveal that MSLDOCK outperforms other two Autodock-based approaches in many aspects, such as self-docking, cross-docking, and virtual screening accuracies as well as docking efficiency. Moreover, compared with three non-Autodock-based docking programs, MSLDOCK can be a reliable choice for self-docking and virtual screening, especially for dealing with highly flexible ligand docking problems. The source code of MSLDOCK can be downloaded for free from https://github.com/lcmeteor/MSLDOCK."
138,138,Multi-Phase Locking Value: A Generalized Method for Determining Instantaneous Multi-frequency Phase Coupling,['20 Feb 2021'],https://pureportal.coventry.ac.uk/en/publications/multi-phase-locking-value-a-generalized-method-for-determining-in,"['He, F.']",['https://pureportal.coventry.ac.uk/en/persons/fei-he']," Many physical, biological and neural systems behave as coupled oscillators, with characteristic phase coupling across different frequencies. Methods such as $n:m$ phase locking value and bi-phase locking value have previously been proposed to quantify phase coupling between two resonant frequencies (e.g. f, 2f/3) and across three frequencies (e.g. f_1, f_2, f_1+f_2), respectively. However, the existing phase coupling metrics have their limitations and limited applications. They cannot be used to detect or quantify phase coupling across multiple frequencies (e.g. f_1, f_2, f_3, f_4, f_1+f_2+f_3-f_4), or coupling that involves non-integer multiples of the frequencies (e.g. f_1, f_2, 2f_1/3+f_2/3). To address the gap, this paper proposes a generalized approach, named multi-phase locking value (M-PLV), for the quantification of various types of instantaneous multi-frequency phase coupling. Different from most instantaneous phase coupling metrics that measure the simultaneous phase coupling, the proposed M-PLV method also allows the detection of delayed phase coupling and the associated time lag between coupled oscillators. The M-PLV has been tested on cases where synthetic coupled signals are generated using white Gaussian signals, and a system comprised of multiple coupled Rossler oscillators. Results indicate that the M-PLV can provide a reliable estimation of the time window and frequency combination where the phase coupling is significant, as well as a precise determination of time lag in the case of delayed coupling. This method has the potential to become a powerful new tool for exploring phase coupling in complex nonlinear dynamic systems. "
139,139,Nonlinear Estimation of Sensor Faults With Unknown Dynamics for a Fixed Wing Unmanned Aerial Vehicle,['19 Jul 2021'],https://pureportal.coventry.ac.uk/en/publications/nonlinear-estimation-of-sensor-faults-with-unknown-dynamics-for-a,"['Horri, N.', 'Brusey, J.']","['https://pureportal.coventry.ac.uk/en/persons/nadjim-horri', 'https://pureportal.coventry.ac.uk/en/persons/james-brusey']","In this paper, the estimation of additive inertial navigation sensor faults with unknown dynamics is considered with application to the longitudinal navigation and control of a fixed wing unmanned aerial vehicle. The faulty measurement is on the pitch angle.pA jump Markov regularized particle filter is proposed for fault and state estimation of the nonlinear aircraft dynamics, with a Markovian jump strategy to manage the probabilistic transitions between the fault free and faulty modes. The jump strategy uses a small number of sentinel particles to continue testing the alternate hypothesis under both fault free and faulty modes. The proposed filter is shown to outperform the regularized particle filter for this application in terms of fault estimation accuracy and convergence time for scenarios involving both abrupt and incipient faults, without prior knowledge of the fault models. The state estimation is also more accurate and robust to faults using the proposed approach. The root-mean-square error for the altitude is reduced by 77% using the jump Markov regularized particle filter under a pitch sensor fault amplitude of up to 10 degrees. Performance enhancement compared to the regularized particle filter was found to be more pronounced when fault amplitudes increase."
140,140,Nonlinear System Identification of Neural Systems from Neurophysiological Signals,['15 Mar 2021'],https://pureportal.coventry.ac.uk/en/publications/nonlinear-system-identification-of-neural-systems-from-neurophysi-2,"['He, F.']",['https://pureportal.coventry.ac.uk/en/persons/fei-he'],"The human nervous system is one of the most complicated systems in nature. Complex nonlinear behaviours have been shown from the single neuron level to the system level. For decades, linear connectivity analysis methods, such as correlation, coherence and Granger causality, have been extensively used to assess the neural connectivities and input–output interconnections in neural systems. Recent studies indicate that these linear methods can only capture a certain amount of neural activities and functional relationships, and therefore cannot describe neural behaviours in a precise or complete way. In this review, we highlight recent advances in nonlinear system identification of neural systems, corresponding time and frequency domain analysis, and novel neural connectivity measures based on nonlinear system identification techniques. We argue that nonlinear modelling and analysis are necessary to study neuronal processing and signal transfer in neural systems quantitatively. These approaches can hopefully provide new insights to advance our understanding of neurophysiological mechanisms underlying neural functions. These nonlinear approaches also have the potential to produce sensitive biomarkers to facilitate the development of precision diagnostic tools for evaluating neurological disorders and the effects of targeted intervention."
141,141,Novel lockstep-based fault mitigation approach for SoCs with roll-back and roll-forward recovery,['Sep 2021'],https://pureportal.coventry.ac.uk/en/publications/novel-lockstep-based-fault-mitigation-approach-for-socs-with-roll,"['Kasap, S.']",['https://pureportal.coventry.ac.uk/en/persons/server-kasap'],"All-Programmable System-on-Chips (APSoCs) constitute a compelling option for employing applications in radiation environments thanks to their high-performance computing and power efficiency merits. Despite these advantages, APSoCs are sensitive to radiation like any other electronic device. Processors embedded in APSoCs, therefore, have to be adequately hardened against ionizing-radiation to make them a viable choice of design for harsh environments. This paper proposes a novel lockstep-based approach to harden the dual-core ARM Cortex-A9 processor in the Xilinx Zynq-7000 APSoC against radiation-induced soft errors by coupling it with a MicroBlaze TMR subsystem in the programmable logic (PL) layer of the Zynq. The proposed technique uses the concepts of checkpointing along with roll-back and roll-forward mechanisms at the software level, i.e. software redundancy, as well as processor replication and checker circuits at the hardware level (i.e. hardware redundancy). Results of fault injection experiments show that the proposed approach achieves high levels of protection against soft errors by mitigating around 98% of bit-flips injected into the register files of both ARM cores while keeping timing performance overhead as low as 25% if block and application sizes are adjusted appropriately. Furthermore, the incorporation of the roll-forward recovery operation in addition to the roll-back operation improves the Mean Workload between Failures (MWBF) of the system by up to ≈19% depending on the nature of the running application, since the application can proceed faster, in a scenario where a fault occurs, when treated with the roll-forward operation rather than roll-back operation. Thus, relatively more data can be processed before the next error occurs in the system."
